81,Cole Beasley,7,8,0,0,0,0,693,1,0,4.83,2021,32,BUF,16,8,0,1,1,0.0,0,0,0,,0.0,0.0,39.6,0,0,0.00,0.0,0.00,0.00,,0.0,,,,,,77.3,159.30,4.83,9.96,0,0,,0,0.0,112,82,693,8.5,1,43.3,73.2,6.2,7,1,0,0,,0,0,,1,0,8,WR
82,Chase Claypool,7,13,0,0,96,0,860,2,0,7.17,2021,23,PIT,15,13,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,107.6,166.60,7.17,11.11,14,96,6.9,0,6.4,105,59,860,14.6,2,57.3,56.2,8.2,7,2,0,0,,0,0,,0,0,12,WR
83,James Conner,7,6,0,0,752,15,375,3,0,14.71,2021,26,ARI,15,6,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,220.7,257.70,14.71,17.18,202,752,3.7,15,50.1,39,37,375,10.1,3,25.0,94.9,9.6,7,18,0,0,,0,0,,0,0,108,RB
84,Amari Cooper,7,14,0,0,0,0,865,8,0,8.97,2021,27,DAL,15,14,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,134.5,202.50,8.97,13.50,0,0,,0,0.0,104,68,865,12.7,8,57.7,65.4,8.3,7,8,0,0,,0,0,,0,0,48,WR
85,Chase Edmonds,7,11,0,0,592,2,311,0,0,8.36,2021,25,ARI,12,11,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,100.3,143.30,8.36,11.94,116,592,5.1,2,49.3,53,43,311,7.2,0,25.9,81.1,5.9,7,2,0,0,,0,0,,0,0,12,RB
86,Melvin Gordon,7,16,0,0,918,8,213,2,0,10.44,2021,28,DEN,16,16,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,167.1,195.10,10.44,12.19,203,918,4.5,8,57.4,38,28,213,7.6,2,13.3,73.7,5.6,7,10,0,0,,0,0,,0,0,60,RB
87,Rob Gronkowski,7,12,0,0,0,0,802,6,0,9.68,2021,32,TAM,12,12,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,116.2,171.20,9.68,14.27,0,0,,0,0.0,89,55,802,14.6,6,66.8,61.8,9.0,7,6,0,0,,0,0,,0,0,36,TE
88,Mecole Hardman,7,8,0,0,46,0,693,2,0,4.82,2021,23,KAN,17,8,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,81.9,140.90,4.82,8.29,8,46,5.8,0,2.7,83,59,693,11.7,2,40.8,71.1,8.3,7,2,0,0,,0,0,,0,0,12,WR
89,Derrick Henry,7,8,5,1,937,10,154,0,0,21.91,2021,28,TEN,8,8,1,1,0,100.0,5,1,0,,100.0,0.0,127.1,0,0,0.00,5.0,25.00,25.00,5.0,0.6,,,,,,175.3,193.30,21.91,24.16,219,937,4.3,10,117.1,20,18,154,8.6,0,19.3,90.0,7.7,7,10,0,0,,0,0,,1,0,62,RB
90,Josh Jacobs,7,14,0,0,872,9,348,0,0,11.47,2021,23,LVR,15,14,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,172.0,226.00,11.47,15.07,217,872,4.0,9,58.1,64,54,348,6.4,0,23.2,84.4,5.4,7,9,0,0,,0,0,,0,0,54,RB
91,Daniel Jones,7,11,2428,10,298,2,16,0,0,15.14,2021,24,NYG,11,11,232,361,129,64.3,2428,10,7,,2.8,1.9,84.8,22,160,5.74,6.7,6.41,5.62,10.5,220.7,4,7,0,1,1,166.5,167.52,15.14,15.23,62,298,4.8,2,27.1,1,1,16,16.0,0,1.5,100.0,16.0,7,2,0,0,,0,0,,2,0,16,QB
92,Trevor Lawrence,7,17,3641,12,334,2,0,0,0,11.71,2021,22,JAX,17,17,359,602,243,59.6,3641,12,17,1,2.0,2.8,71.9,32,238,5.05,6.0,5.18,4.54,10.1,214.2,3,14,0,1,2,199.0,199.04,11.71,11.71,73,334,4.6,2,19.6,0,0,0,,0,0.0,,,7,2,0,0,,0,0,,0,0,12,QB
93,Davis Mills,7,11,2664,16,44,0,0,0,0,12.08,2021,23,HOU,13,11,263,394,131,66.8,2664,16,10,,4.1,2.5,88.8,31,206,7.29,6.8,6.43,5.48,10.1,204.9,2,9,0,,,157.0,156.96,12.08,12.07,18,44,2.4,0,3.4,0,0,0,,0,0.0,,,7,0,0,0,,0,0,,1,0,2,QB
94,Elijah Mitchell,7,10,0,0,963,5,137,1,0,13.27,2021,23,SFO,11,10,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,146.0,165.00,13.27,15.00,207,963,4.7,5,87.5,20,19,137,7.2,1,12.5,95.0,6.9,7,6,0,0,,0,0,,0,0,36,RB
95,Miles Sanders,7,12,0,0,754,0,158,0,0,7.60,2021,24,PHI,12,12,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,91.2,117.20,7.60,9.77,137,754,5.5,0,62.8,34,26,158,6.1,0,13.2,76.5,4.6,7,0,0,0,,0,0,,1,0,2,RB
96,Dalton Schultz,7,15,0,0,0,0,808,8,0,7.69,2021,25,DAL,17,15,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,130.8,208.80,7.69,12.28,0,0,,0,0.0,104,78,808,10.4,8,47.5,75.0,7.8,7,8,0,0,,0,0,,1,0,50,TE
97,Terence Steele,7,13,0,0,0,0,1,1,0,0.38,2021,24,DAL,16,13,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,6.1,7.10,0.38,0.44,0,0,,0,0.0,1,1,1,1.0,1,0.1,100.0,1.0,7,1,0,0,,0,0,,0,0,6,T
98,Courtland Sutton,7,16,16,0,0,0,776,2,0,5.42,2021,26,DEN,17,16,1,1,0,100.0,16,0,0,,0.0,0.0,118.7,0,0,0.00,16.0,16.00,16.00,16.0,0.9,,,,,,92.2,150.24,5.42,8.84,0,0,,0,0.0,98,58,776,13.4,2,45.6,59.2,7.9,7,2,0,0,,0,0,,1,0,14,WR
99,D'Andre Swift,7,4,0,0,617,5,452,2,0,11.30,2021,22,DET,13,4,0,1,1,0.0,0,0,0,,0.0,0.0,39.6,0,0,0.00,0.0,0.00,0.00,,0.0,,,,,,146.9,208.90,11.30,16.07,151,617,4.1,5,47.5,78,62,452,7.3,2,34.8,79.5,5.8,7,7,0,0,,0,0,,0,0,42,RB
100,Tua Tagovailoa,7,12,2653,16,128,3,0,0,0,13.92,2021,23,MIA,13,12,263,388,125,67.8,2653,16,10,1,4.1,2.6,90.1,20,152,4.90,6.8,6.50,5.81,10.1,204.1,7,5,0,0,2,180.9,180.92,13.92,13.92,42,128,3.0,3,9.8,0,0,0,,0,0.0,,,7,3,0,0,,0,0,,0,0,18,QB
101,Jaylen Waddle,7,16,0,0,3,1,1015,6,0,8.86,2021,23,MIA,16,16,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,141.8,245.80,8.86,15.36,2,3,1.5,1,0.2,140,104,1015,9.8,6,63.4,74.3,7.3,7,7,0,0,,0,0,,0,0,42,WR
102,Quez Watkins,7,12,0,0,3,0,647,1,0,4.29,2021,23,PHI,17,12,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,73.0,116.00,4.29,6.82,1,3,3.0,0,0.2,62,43,647,15.0,1,38.1,69.4,10.4,7,1,0,0,,0,0,,1,0,8,WR
103,Brandon Bolden,6,1,0,0,226,1,405,2,0,4.89,2021,31,NWE,17,1,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,83.1,124.10,4.89,7.30,44,226,5.1,1,13.3,49,41,405,9.9,2,23.8,83.7,8.3,6,3,0,0,,0,0,,1,0,20,RB
104,Marquez Callaway,6,11,0,0,0,0,698,6,0,6.22,2021,23,NOR,17,11,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,105.8,151.80,6.22,8.93,0,0,,0,0.0,84,46,698,15.2,6,41.1,54.8,8.3,6,6,0,0,,0,0,,0,0,36,WR
105,Michael Carter,6,11,0,0,639,4,325,0,0,8.46,2021,22,NYJ,14,11,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,118.4,154.40,8.46,11.03,147,639,4.3,4,45.6,55,36,325,9.0,0,23.2,65.5,5.9,6,4,0,0,,0,0,,0,0,24,RB
106,Sam Darnold,6,11,2527,9,222,5,0,0,0,13.11,2021,24,CAR,12,11,243,406,163,59.9,2527,9,13,1,2.2,3.2,71.9,35,204,7.94,6.2,5.23,4.35,10.4,210.6,4,7,0,,,157.3,157.28,13.11,13.11,48,222,4.6,5,18.5,0,0,0,,0,0.0,,,6,5,0,0,,0,0,,0,0,30,QB
107,Noah Fant,6,16,0,0,0,0,670,4,0,5.69,2021,24,DEN,16,16,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,91.0,159.00,5.69,9.94,0,0,,0,0.0,90,68,670,9.9,4,41.9,75.6,7.4,6,4,0,0,,0,0,,0,0,24,TE
108,Justin Fields,6,10,1870,7,420,2,0,0,0,10.57,2021,22,CHI,12,10,159,270,111,58.9,1870,7,10,1,2.6,3.7,73.2,36,264,11.76,6.9,5.78,4.24,11.8,155.8,2,8,0,,,126.8,126.80,10.57,10.57,72,420,5.8,2,35.0,0,0,0,,0,0.0,,,6,2,0,0,,0,0,,0,0,12,QB
109,Russell Gage,6,9,0,0,0,0,770,4,0,6.93,2021,25,ATL,14,9,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,97.0,163.00,6.93,11.64,0,0,,0,0.0,94,66,770,11.7,4,55.0,70.2,8.2,6,4,0,0,,0,0,,0,0,24,WR
110,Mike Gesicki,6,9,0,0,0,0,780,2,0,5.41,2021,26,MIA,17,9,0,1,1,0.0,0,0,0,,0.0,0.0,39.6,0,0,0.00,0.0,0.00,0.00,,0.0,,,,,,92.0,165.00,5.41,9.71,0,0,,0,0.0,112,73,780,10.7,2,45.9,65.2,7.0,6,2,0,0,,0,0,,1,0,14,TE
111,Darrell Henderson,6,10,0,0,688,5,176,3,0,11.20,2021,24,LAR,12,10,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,134.4,163.40,11.20,13.62,149,688,4.6,5,57.3,40,29,176,6.1,3,14.7,72.5,4.4,6,8,0,0,,0,0,,0,0,48,RB
112,Hunter Henry,6,10,0,0,0,0,603,9,0,6.72,2021,27,NWE,17,10,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,114.3,164.30,6.72,9.66,0,0,,0,0.0,75,50,603,12.1,9,35.5,66.7,8.0,6,9,0,0,,0,0,,0,0,54,TE
113,Taysom Hill,6,9,978,4,374,5,52,0,0,9.81,2021,31,NOR,12,9,78,134,56,58.2,978,4,5,1,3.0,3.7,75.4,9,64,6.29,7.3,6.22,5.38,12.5,81.5,4,1,0,,,117.7,121.72,9.81,10.14,70,374,5.3,5,31.2,6,4,52,13.0,0,4.3,66.7,8.7,6,5,0,0,,0,0,,0,0,30,QB
114,DeAndre Hopkins,6,10,0,0,0,0,572,8,0,10.52,2021,29,ARI,10,10,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,105.2,147.20,10.52,14.72,0,0,,0,0.0,64,42,572,13.6,8,57.2,65.6,8.9,6,8,0,0,,0,0,,0,0,48,WR
115,Dawson Knox,6,14,0,0,4,0,587,9,0,7.67,2021,25,BUF,15,14,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,115.1,164.10,7.67,10.94,0,4,,0,0.3,71,49,587,12.0,9,39.1,69.0,8.3,6,9,0,0,,0,0,,0,0,54,TE
116,Sony Michel,6,7,0,0,845,4,128,1,0,7.37,2021,26,LAR,17,7,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,125.3,146.30,7.37,8.61,208,845,4.1,4,49.7,33,21,128,6.1,1,7.5,63.6,3.9,6,5,0,0,,0,0,,0,0,30,RB
117,David Montgomery,6,13,0,0,849,7,301,0,0,11.77,2021,24,CHI,13,13,0,1,1,0.0,0,0,1,,0.0,100.0,0.0,0,0,0.00,0.0,-45.00,-45.00,,0.0,,,,,,153.0,195.00,11.77,15.00,225,849,3.8,7,65.3,51,42,301,7.2,0,23.2,82.4,5.9,6,7,0,0,,0,0,,0,0,42,RB
118,Tim Patrick,6,16,0,0,0,0,734,5,0,6.46,2021,28,DEN,16,16,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,103.4,156.40,6.46,9.78,0,0,,0,0.0,85,53,734,13.8,5,45.9,62.4,8.6,6,5,0,0,,0,0,,0,0,30,WR
119,Emmanuel Sanders,6,13,0,0,31,0,626,4,0,6.41,2021,34,BUF,14,13,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,89.7,131.70,6.41,9.41,2,31,15.5,0,2.2,72,42,626,14.9,4,44.7,58.3,8.7,6,4,0,0,,0,0,,0,0,24,WR
120,Adam Thielen,6,13,0,0,2,0,726,10,0,10.22,2021,31,MIN,13,13,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,132.8,199.80,10.22,15.37,1,2,2.0,0,0.2,95,67,726,10.8,10,55.8,70.5,7.6,6,10,0,0,,0,0,,0,0,60,WR
121,Nelson Agholor,5,13,0,0,11,0,473,3,0,4.43,2021,28,NWE,15,13,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,66.4,103.40,4.43,6.89,3,11,3.7,0,0.7,64,37,473,12.8,3,31.5,57.8,7.4,5,3,0,0,,0,0,,0,0,18,WR
122,Saquon Barkley,5,13,0,0,593,2,263,2,0,8.28,2021,24,NYG,13,13,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,107.6,148.60,8.28,11.43,162,593,3.7,2,45.6,57,41,263,6.4,2,20.2,71.9,4.6,5,4,0,0,,0,0,,0,0,24,RB
123,Odell Beckham Jr.,5,13,0,0,14,0,537,5,0,6.08,2021,29,CLELAR,14,13,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,85.1,129.10,6.08,9.22,2,14,7.0,0,1.0,82,44,537,12.2,5,38.4,53.7,6.5,5,5,0,0,,0,0,,0,0,30,WR
124,Braxton Berrios,5,1,0,0,40,2,431,2,0,4.69,2021,26,NYJ,16,1,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,75.1,121.10,4.69,7.57,7,40,5.7,2,2.5,65,46,431,9.4,2,26.9,70.8,6.6,5,5,0,0,,0,0,,0,0,30,WR
125,Devontae Booker,5,4,0,0,593,2,268,1,0,6.51,2021,29,NYG,16,4,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,104.1,144.10,6.51,9.01,145,593,4.1,2,37.1,45,40,268,6.7,1,16.8,88.9,6.0,5,3,0,0,,0,0,,0,0,18,RB
126,Garrett Bradbury,5,13,0,0,0,0,21,0,0,0.16,2021,26,MIN,13,13,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,2.1,3.10,0.16,0.24,0,0,,0,0.0,1,1,21,21.0,0,1.6,100.0,21.0,5,0,0,0,,0,0,,0,0,0,C
127,Antonio Brown,5,3,0,0,6,0,545,4,0,11.30,2021,33,TAM,7,3,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,79.1,121.10,11.30,17.30,1,6,6.0,0,0.9,62,42,545,13.0,4,77.9,67.7,8.8,5,4,0,0,,0,0,,0,0,24,WR
128,Tyler Conklin,5,15,0,0,0,0,593,3,0,4.55,2021,26,MIN,17,15,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,77.3,138.30,4.55,8.14,0,0,,0,0.0,87,61,593,9.7,3,34.9,70.1,6.8,5,3,0,0,,0,0,,0,0,18,TE
129,Jared Cook,5,10,0,0,0,0,564,4,0,5.28,2021,34,LAC,16,10,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,84.4,132.40,5.28,8.28,0,0,,0,0.0,83,48,564,11.8,4,35.3,57.8,6.8,5,4,0,0,,0,0,,2,0,28,TE
130,Gabriel Davis,5,4,0,0,0,0,549,6,0,5.68,2021,22,BUF,16,4,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,90.9,125.90,5.68,7.87,0,0,,0,0.0,63,35,549,15.7,6,34.3,55.6,8.7,5,6,0,0,,0,0,,0,0,36,WR
131,Mike Davis,5,8,0,0,503,3,259,1,0,5.54,2021,28,ATL,17,8,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,94.2,138.20,5.54,8.13,138,503,3.6,3,29.6,58,44,259,5.9,1,15.2,75.9,4.5,5,4,0,0,,0,0,,0,0,24,RB
132,Clyde Edwards-Helaire,5,10,0,0,517,4,129,2,0,9.86,2021,22,KAN,10,10,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,98.6,117.60,9.86,11.76,119,517,4.3,4,51.7,23,19,129,6.8,2,12.9,82.6,5.6,5,6,0,0,,0,0,,1,0,38,RB
133,Gerald Everett,5,12,0,0,20,0,478,4,0,4.65,2021,27,SEA,15,12,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,69.8,117.80,4.65,7.85,3,20,6.7,0,1.3,63,48,478,10.0,4,31.9,76.2,7.6,5,4,0,0,,0,0,,0,0,24,TE
134,D'Onta Foreman,5,3,0,0,566,3,123,0,0,9.43,2021,25,TEN,9,3,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,84.9,93.90,9.43,10.43,133,566,4.3,3,62.9,11,9,123,13.7,0,13.7,81.8,11.2,5,3,0,0,,0,0,,0,0,18,RB
135,Kenneth Gainwell,5,1,0,0,291,5,253,1,0,5.65,2021,22,PHI,16,1,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,90.4,123.40,5.65,7.71,68,291,4.3,5,18.2,50,33,253,7.7,1,15.8,66.0,5.1,5,6,0,0,,0,0,,1,0,38,RB
136,Myles Gaskin,5,10,0,0,612,3,234,4,0,7.33,2021,24,MIA,17,10,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,124.6,173.60,7.33,10.21,173,612,3.5,3,36.0,63,49,234,4.8,4,13.8,77.8,3.7,5,7,0,0,,0,0,,0,0,42,RB
137,Deonte Harris,5,1,0,0,41,0,570,3,0,5.93,2021,24,NOR,13,1,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,77.1,113.10,5.93,8.70,5,41,8.2,0,3.2,59,36,570,15.8,3,43.8,61.0,9.7,5,3,0,0,,0,0,,0,0,18,WR
138,Tyler Higbee,5,15,0,0,0,0,560,5,0,5.73,2021,29,LAR,15,15,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,86.0,147.00,5.73,9.80,0,0,,0,0.0,85,61,560,9.2,5,37.3,71.8,6.6,5,5,0,0,,0,0,,0,0,30,TE
139,Nyheim Hines,5,4,0,0,276,2,310,1,0,4.27,2021,25,IND,17,4,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,72.6,112.60,4.27,6.62,56,276,4.9,2,16.2,57,40,310,7.8,1,18.2,70.2,5.4,5,3,0,0,,0,0,,0,0,18,RB
140,T.J. Hockenson,5,12,0,0,0,0,583,4,0,7.03,2021,24,DET,12,12,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,84.3,145.30,7.03,12.11,0,0,,0,0.0,84,61,583,9.6,4,48.6,72.6,6.9,5,4,0,0,,0,0,,1,0,26,TE
141,Chuba Hubbard,5,10,0,0,612,5,174,1,0,6.62,2021,22,CAR,17,10,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,112.6,137.60,6.62,8.09,172,612,3.6,5,36.0,37,25,174,7.0,1,10.2,67.6,4.7,5,6,0,0,,0,0,,0,0,36,RB
142,Mark Ingram,5,10,0,0,554,2,162,0,0,5.83,2021,32,HOUNOR,14,10,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,81.6,108.60,5.83,7.76,160,554,3.5,2,39.6,35,27,162,6.0,0,11.6,77.1,4.6,5,2,0,0,,0,0,,0,0,12,RB
143,Marvin Jones,5,16,0,0,0,0,832,4,0,6.31,2021,31,JAX,17,16,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,107.2,180.20,6.31,10.60,0,0,,0,0.0,120,73,832,11.4,4,48.9,60.8,6.9,5,4,0,0,,0,0,,0,0,24,WR
144,Cole Kmet,5,17,0,0,0,0,612,0,0,3.60,2021,22,CHI,17,17,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,61.2,121.20,3.60,7.13,1,0,0.0,0,0.0,93,60,612,10.2,0,36.0,64.5,6.6,5,0,0,0,,0,0,,0,0,0,TE
145,Jarvis Landry,5,12,0,0,40,2,570,2,0,6.75,2021,29,CLE,12,12,0,0,0,,0,0,0,,,,,1,1,100.00,,,-1.00,,0.0,,,,,,81.0,133.00,6.75,11.08,6,40,6.7,2,3.3,87,52,570,11.0,2,47.5,59.8,6.6,5,4,0,0,,0,0,,0,0,24,WR
146,Allen Lazard,5,13,0,0,32,0,513,8,0,6.83,2021,26,GNB,15,13,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,102.5,142.50,6.83,9.50,3,32,10.7,0,2.1,60,40,513,12.8,8,34.2,66.7,8.6,5,8,0,0,,0,0,,0,0,48,WR
147,Alexander Mattison,5,4,0,0,491,3,228,1,0,5.87,2021,23,MIN,16,4,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,93.9,125.90,5.87,7.87,134,491,3.7,3,30.7,39,32,228,7.1,1,14.3,82.1,5.8,5,4,0,0,,0,0,,0,0,24,RB
148,Christian McCaffrey,5,7,0,0,442,1,343,1,0,12.93,2021,25,CAR,7,7,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,90.5,127.50,12.93,18.21,99,442,4.5,1,63.1,41,37,343,9.3,1,49.0,90.2,8.4,5,2,0,0,,0,0,,0,0,12,RB
149,J.D. McKissic,5,3,0,0,212,2,397,2,0,7.72,2021,28,WAS,11,3,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,84.9,127.90,7.72,11.63,48,212,4.4,2,19.3,53,43,397,9.2,2,36.1,81.1,7.5,5,4,0,0,,0,0,,0,0,24,RB
150,Rondale Moore,5,7,0,0,76,0,435,1,0,3.94,2021,21,ARI,14,7,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,55.1,109.10,3.94,7.79,18,76,4.2,0,5.4,64,54,435,8.1,1,31.1,84.4,6.8,5,1,0,0,,0,0,,0,0,6,WR
151,K.J. Osborn,5,9,0,0,10,0,655,7,0,6.38,2021,24,MIN,17,9,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,108.5,158.50,6.38,9.32,1,10,10.0,0,0.6,82,50,655,13.1,7,38.5,61.0,8.0,5,7,0,0,,0,0,,0,0,42,WR
152,Rashaad Penny,5,6,0,0,749,6,48,0,0,11.57,2021,25,SEA,10,6,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,115.7,121.70,11.57,12.17,119,749,6.3,6,74.9,8,6,48,8.0,0,4.8,75.0,6.0,5,6,0,0,,0,0,,0,0,36,RB
153,Donovan Peoples-Jones,5,9,0,0,0,0,597,3,0,5.41,2021,22,CLE,14,9,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,75.7,109.70,5.41,7.84,0,0,,0,0.0,58,34,597,17.6,3,42.6,58.6,10.3,5,3,0,0,,0,0,,0,0,18,WR
154,Byron Pringle,5,5,0,0,0,0,568,5,0,4.99,2021,28,KAN,17,5,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,84.8,126.80,4.99,7.46,0,0,,0,0.0,60,42,568,13.5,5,33.4,70.0,9.5,5,5,0,0,,0,0,,0,0,30,WR
155,Kalif Raymond,5,14,0,0,28,0,576,4,0,5.28,2021,27,DET,16,14,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,84.4,132.40,5.28,8.28,4,28,7.0,0,1.8,71,48,576,12.0,4,36.0,67.6,8.1,5,4,0,0,,0,0,,0,0,24,WR
156,James Robinson,5,13,0,0,767,8,222,0,0,10.21,2021,23,JAX,14,13,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,142.9,173.90,10.21,12.42,164,767,4.7,8,54.8,46,31,222,7.2,0,15.9,67.4,4.8,5,8,0,0,,0,0,,0,0,48,RB
157,Rhamondre Stevenson,5,2,0,0,606,5,123,0,0,8.41,2021,23,NWE,12,2,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,100.9,114.90,8.41,9.58,133,606,4.6,5,50.5,18,14,123,8.8,0,10.3,77.8,6.8,5,5,0,0,,0,0,,0,0,30,RB
158,Andrew Thomas,5,13,0,0,0,0,2,1,0,0.48,2021,22,NYG,13,13,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,6.2,7.20,0.48,0.55,0,0,,0,0.0,1,1,2,2.0,1,0.2,100.0,2.0,5,1,0,0,,0,0,,0,0,6,T
159,Darren Waller,5,11,0,0,0,0,665,2,0,7.14,2021,29,LVR,11,11,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,78.5,133.50,7.14,12.14,0,0,,0,0.0,93,55,665,12.1,2,60.5,59.1,7.2,5,2,0,0,,0,0,,0,0,12,TE
160,Nick Westbrook-Ikhine,5,7,0,0,0,0,476,4,0,4.35,2021,24,TEN,16,7,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,69.6,107.60,4.35,6.73,0,0,,0,0.0,57,38,476,12.5,4,29.8,66.7,8.4,5,4,0,0,,0,0,,0,0,24,WR
161,Jamaal Williams,5,11,0,0,601,3,157,0,0,7.22,2021,26,DET,13,11,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,93.8,119.80,7.22,9.22,153,601,3.9,3,46.2,28,26,157,6.0,0,12.1,92.9,5.6,5,3,0,0,,0,0,,0,0,18,RB
162,Cedrick Wilson Jr.,5,4,88,0,11,0,602,6,0,6.43,2021,26,DAL,16,4,3,3,0,100.0,88,0,0,,0.0,0.0,118.7,0,0,0.00,29.3,29.33,29.33,29.3,5.5,,,,,,102.8,147.82,6.43,9.24,2,11,5.5,0,0.7,61,45,602,13.4,6,37.6,73.8,9.9,5,6,0,0,,0,0,,1,0,38,WR
163,Zach Wilson,5,13,2334,9,185,4,0,0,0,11.68,2021,22,NYJ,13,13,213,383,170,55.6,2334,9,11,,2.3,2.9,69.7,44,370,10.30,6.1,5.27,3.86,11.0,179.5,3,10,0,1,1,151.9,151.86,11.68,11.68,29,185,6.4,4,14.2,1,0,0,,0,0.0,0.0,0.0,5,4,0,0,,0,0,,1,0,26,QB
164,Jameis Winston,5,7,1170,14,166,1,0,0,0,16.77,2021,28,NOR,7,7,95,161,66,59.0,1170,14,3,,8.7,1.9,102.8,11,69,6.40,7.3,8.17,7.24,12.3,167.1,5,2,0,0,1,117.4,117.40,16.77,16.77,32,166,5.2,1,23.7,0,0,0,,0,0.0,,,5,1,0,0,,0,0,,0,0,6,QB
165,Robert Woods,5,9,0,0,46,1,556,4,0,10.24,2021,29,LAR,9,9,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,92.2,137.20,10.24,15.24,8,46,5.8,1,5.1,69,45,556,12.4,4,61.8,65.2,8.1,5,5,0,0,,0,0,,1,0,32,WR
166,Robby Anderson,4,16,0,0,36,0,519,5,0,5.03,2021,28,CAR,17,16,0,0,0,,0,0,0,,,,,0,0,,,,,,0.0,,,,,,85.5,138.50,5.03,8.15,3,36,12.0,0,2.1,110,53,519,9.8,5,30.5,48.2,4.7,4,5,0,0,,0,0,,0,0,30,WR
